time,P,G(i),H_sun,T2m,WS10m,Int
20230119:1410,10.56,23.42,10.37,1.63,4.0,0.0
20230119:1510,0.08,5.73,2.65,1.33,3.1,0.0
20230119:1610,0.0,0.0,0.0,0.97,2.83,0.0
20230119:1710,0.0,0.0,0.0,0.68,2.83,0.0
20230119:1810,0.0,0.0,0.0,0.36,2.69,0.0
20230119:1910,0.0,0.0,0.0,-0.29,1.93,0.0
20230119:2010,0.0,0.0,0.0,-1.09,1.31,0.0
20230119:2110,0.0,0.0,0.0,-1.89,1.38,0.0
20230119:2210,0.0,0.0,0.0,-2.3,1.59,0.0
20230119:2310,0.0,0.0,0.0,-2.27,1.79,0.0
20230120:0010,0.0,0.0,0.0,-2.32,2.0,0.0
20230120:0110,0.0,0.0,0.0,-2.15,2.07,0.0
20230120:0210,0.0,0.0,0.0,-1.8,2.21,0.0
20230120:0310,0.0,0.0,0.0,-1.61,2.62,0.0
20230120:0410,0.0,0.0,0.0,-1.6,2.9,0.0
20230120:0510,0.0,0.0,0.0,-1.72,3.24,0.0
20230120:0610,0.0,0.0,0.0,-1.78,3.38,0.0
20230120:0710,49.56,76.92,4.37,-1.49,3.66,0.0
20230120:0810,160.45,193.82,11.84,-1.04,3.86,0.0
20230120:0910,278.21,318.05,17.62,-0.52,4.48,0.0
20230120:1010,385.45,433.43,21.25,-0.17,4.9,0.0
20230120:1110,289.11,329.92,22.34,0.43,5.1,0.0
20230120:1210,235.03,272.63,20.77,0.96,5.1,0.0
20230120:1310,277.86,319.79,16.72,0.97,4.9,0.0
20230120:1410,152.12,187.19,10.59,0.87,4.9,0.0
20230120:1510,0.89,7.64,2.87,0.52,4.76,0.0
20230120:1610,0.0,0.0,0.0,0.11,4.83,0.0
20230120:1710,0.0,0.0,0.0,-0.05,4.76,0.0
20230120:1810,0.0,0.0,0.0,-0.19,4.9,0.0
20230120:1910,0.0,0.0,0.0,-0.57,5.59,0.0
20230120:2010,0.0,0.0,0.0,-0.75,5.45,0.0
20230120:2110,0.0,0.0,0.0,-0.75,5.45,0.0
20230120:2210,0.0,0.0,0.0,-0.87,5.59,0.0
20230120:2310,0.0,0.0,0.0,-0.94,5.45,0.0
20230121:0010,0.0,0.0,0.0,-1.07,5.59,0.0
20230121:0110,0.0,0.0,0.0,-1.18,5.79,0.0
20230121:0210,0.0,0.0,0.0,-1.3,6.07,0.0
20230121:0310,0.0,0.0,0.0,-1.46,6.14,0.0
20230121:0410,0.0,0.0,0.0,-1.49,6.0,0.0
20230121:0510,0.0,0.0,0.0,-1.53,5.72,0.0
20230121:0610,0.0,0.0,0.0,-1.56,5.38,0.0
20230121:0710,29.61,50.1,4.51,-1.77,5.17,0.0
20230121:0810,52.65,74.17,12.0,-1.6,5.86,0.0
20230121:0910,100.44,126.85,17.8,-1.24,6.0,0.0
20230121:1010,127.05,155.66,21.45,-1.03,6.0,0.0
20230121:1110,42.3,62.44,22.56,-0.93,5.79,0.0
20230121:1210,45.65,66.35,21.0,-0.82,5.45,0.0
20230121:1310,34.74,53.66,16.95,-0.72,5.1,0.0
20230121:1410,4.17,13.66,10.81,-0.7,5.24,0.0
20230121:1510,0.0,3.82,3.09,-0.88,4.28,0.0
20230121:1610,0.0,0.0,0.0,-1.23,4.21,0.0
20230121:1710,0.0,0.0,0.0,-1.36,4.07,0.0
20230121:1810,0.0,0.0,0.0,-1.35,4.07,0.0
20230121:1910,0.0,0.0,0.0,-1.5,3.86,0.0
20230121:2010,0.0,0.0,0.0,-1.67,3.79,0.0
20230121:2110,0.0,0.0,0.0,-1.7,3.79,0.0
20230121:2210,0.0,0.0,0.0,-1.84,3.86,0.0
20230121:2310,0.0,0.0,0.0,-1.98,3.79,0.0
20230122:0010,0.0,0.0,0.0,-1.91,3.72,0.0
20230122:0110,0.0,0.0,0.0,-1.81,3.86,0.0
20230122:0210,0.0,0.0,0.0,-1.8,3.79,0.0
20230122:0310,0.0,0.0,0.0,-1.81,4.0,0.0
20230122:0410,0.0,0.0,0.0,-1.88,3.79,0.0
20230122:0510,0.0,0.0,0.0,-1.96,3.93,0.0
20230122:0610,0.0,0.0,0.0,-2.21,3.93,0.0
20230122:0710,0.0,4.88,4.66,-1.59,4.07,0.0
20230122:0810,28.3,45.86,12.16,-1.38,3.59,0.0
20230122:0910,61.96,84.88,17.99,-0.97,3.93,0.0
20230122:1010,159.44,190.81,21.66,-0.94,3.66,0.0
20230122:1110,110.64,138.59,22.79,-0.72,3.86,0.0
20230122:1210,118.96,147.72,21.23,-0.31,4.0,0.0
20230122:1310,75.83,100.68,17.18,-0.09,3.79,0.0
20230122:1410,48.03,69.44,11.04,-0.09,3.52,0.0
20230122:1510,0.09,5.73,3.31,-0.39,2.9,0.0
20230122:1610,0.0,0.0,0.0,-0.52,2.9,0.0
20230122:1710,0.0,0.0,0.0,-0.58,2.97,0.0
20230122:1810,0.0,0.0,0.0,-0.73,2.83,0.0
20230122:1910,0.0,0.0,0.0,-0.36,3.38,0.0
20230122:2010,0.0,0.0,0.0,-0.44,3.1,0.0
20230122:2110,0.0,0.0,0.0,-0.41,3.17,0.0
20230122:2210,0.0,0.0,0.0,-0.46,3.1,0.0
20230122:2310,0.0,0.0,0.0,-0.43,2.9,0.0
20230123:0010,0.0,0.0,0.0,-0.4,2.9,0.0
20230123:0110,0.0,0.0,0.0,-0.18,2.97,0.0
20230123:0210,0.0,0.0,0.0,-0.01,2.9,0.0
20230123:0310,0.0,0.0,0.0,0.13,2.97,0.0
20230123:0410,0.0,0.0,0.0,0.22,3.45,0.0
20230123:0510,0.0,0.0,0.0,0.27,3.86,0.0
20230123:0610,0.0,0.0,0.0,0.23,3.93,0.0
20230123:0710,23.32,41.7,4.81,0.22,4.41,0.0
20230123:0810,36.2,55.61,12.34,0.3,4.48,0.0
20230123:0910,27.24,44.88,18.19,0.5,4.14,0.0
20230123:1010,98.22,125.89,21.88,0.98,4.21,0.0
20230123:1110,97.04,124.87,23.02,1.56,4.21,0.0
20230123:1210,77.53,103.42,21.47,1.95,4.0,0.0
20230123:1310,52.44,75.13,17.42,2.44,3.66,0.0
20230123:1410,21.5,38.05,11.28,2.54,3.72,0.0
20230123:1510,0.0,3.82,3.53,2.32,3.38,0.0
20230123:1610,0.0,0.0,0.0,2.07,3.17,0.0
20230123:1710,0.0,0.0,0.0,2.0,3.03,0.0
20230123:1810,0.0,0.0,0.0,1.87,2.83,0.0
20230123:1910,0.0,0.0,0.0,1.84,2.69,0.0
20230123:2010,0.0,0.0,0.0,1.84,2.41,0.0
20230123:2110,0.0,0.0,0.0,1.77,2.28,0.0
20230123:2210,0.0,0.0,0.0,1.65,2.28,0.0
20230123:2310,0.0,0.0,0.0,1.57,2.28,0.0
20230124:0010,0.0,0.0,0.0,1.48,2.34,0.0
20230124:0110,0.0,0.0,0.0,1.44,2.28,0.0
20230124:0210,0.0,0.0,0.0,1.4,2.21,0.0
20230124:0310,0.0,0.0,0.0,1.42,2.28,0.0
20230124:0410,0.0,0.0,0.0,1.26,2.28,0.0
20230124:0510,0.0,0.0,0.0,1.26,2.28,0.0
20230124:0610,0.0,0.0,0.0,1.17,2.21,0.0
20230124:0710,26.99,46.85,4.97,1.62,2.14,0.0
20230124:0810,58.68,82.28,12.51,1.82,2.21,0.0
20230124:0910,50.8,73.17,18.39,2.01,2.48,0.0
20230124:1010,72.9,98.54,22.1,2.47,2.83,0.0
20230124:1110,269.12,313.82,23.26,2.92,2.9,0.0
20230124:1210,259.91,304.41,21.72,3.36,2.76,0.0
20230124:1310,131.74,164.39,17.66,3.75,2.97,0.0
20230124:1410,33.15,52.69,11.51,3.64,2.83,0.0
20230124:1510,0.0,2.87,3.76,3.2,2.55,0.0
20230124:1610,0.0,0.0,0.0,2.16,2.48,0.0
20230124:1710,0.0,0.0,0.0,1.47,2.48,0.0
20230124:1810,0.0,0.0,0.0,1.06,2.55,0.0
20230124:1910,0.0,0.0,0.0,0.85,3.17,0.0
20230124:2010,0.0,0.0,0.0,0.5,2.97,0.0
20230124:2110,0.0,0.0,0.0,0.21,2.76,0.0
20230124:2210,0.0,0.0,0.0,-0.07,2.62,0.0
20230124:2310,0.0,0.0,0.0,-0.25,2.55,0.0
20230125:0010,0.0,0.0,0.0,-0.36,2.48,0.0
20230125:0110,0.0,0.0,0.0,-0.17,2.41,0.0
20230125:0210,0.0,0.0,0.0,-0.13,2.28,0.0
20230125:0310,0.0,0.0,0.0,-0.02,2.14,0.0
20230125:0410,0.0,0.0,0.0,-0.34,2.14,0.0
20230125:0510,0.0,0.0,0.0,-0.31,2.14,0.0
20230125:0610,0.0,0.0,0.0,-0.28,2.07,0.0
20230125:0710,85.21,122.59,5.13,0.62,2.28,0.0
20230125:0810,149.13,183.15,12.7,1.09,2.55,0.0
20230125:0910,154.01,187.24,18.6,1.55,2.62,0.0
20230125:1010,77.25,103.42,22.33,2.29,2.41,0.0
20230125:1110,67.67,92.69,23.5,2.53,2.34,0.0
20230125:1210,59.85,83.91,21.97,2.86,2.0,0.0
20230125:1310,36.45,56.59,17.91,3.11,2.0,0.0
20230125:1410,24.52,41.95,11.75,2.97,2.28,0.0
20230125:1510,0.45,6.69,3.99,2.04,2.0,0.0
20230125:1610,0.0,0.0,0.0,1.53,1.59,0.0
20230125:1710,0.0,0.0,0.0,0.99,1.17,0.0
20230125:1810,0.0,0.0,0.0,1.19,0.9,0.0
20230125:1910,0.0,0.0,0.0,0.6,0.9,0.0
20230125:2010,0.0,0.0,0.0,0.49,0.9,0.0
20230125:2110,0.0,0.0,0.0,0.39,0.97,0.0
20230125:2210,0.0,0.0,0.0,0.33,1.03,0.0
20230125:2310,0.0,0.0,0.0,0.21,1.1,0.0
20230126:0010,0.0,0.0,0.0,0.1,1.17,0.0
20230126:0110,0.0,0.0,0.0,-0.07,1.31,0.0
20230126:0210,0.0,0.0,0.0,-0.1,1.24,0.0
20230126:0310,0.0,0.0,0.0,-0.13,1.24,0.0
20230126:0410,0.0,0.0,0.0,-0.17,1.17,0.0
20230126:0510,0.0,0.0,0.0,-0.31,1.31,0.0
20230126:0610,0.0,0.0,0.0,-0.57,1.17,0.0
20230126:0710,18.76,34.93,5.3,-0.47,1.03,0.0
20230126:0810,71.87,96.68,12.89,-0.17,1.03,0.0
20230126:0910,77.96,103.5,18.82,0.18,1.1,0.0
20230126:1010,77.62,103.42,22.57,0.92,1.38,0.0
20230126:1110,68.99,93.66,23.75,0.81,1.38,0.0
20230126:1210,42.64,63.42,22.23,0.72,1.1,0.0
20230126:1310,33.58,52.69,18.17,0.67,0.76,0.0
20230126:1410,16.36,31.22,12.0,0.73,0.83,0.0
20230126:1510,0.08,5.73,4.23,0.65,1.38,0.0
20230126:1610,0.0,0.0,0.0,0.26,1.59,0.0
20230126:1710,0.0,0.0,0.0,-0.12,1.59,0.0
20230126:1810,0.0,0.0,0.0,-0.4,1.52,0.0
20230126:1910,0.0,0.0,0.0,-0.49,1.59,0.0
20230126:2010,0.0,0.0,0.0,-0.55,1.66,0.0
20230126:2110,0.0,0.0,0.0,-0.73,1.79,0.0
20230126:2210,0.0,0.0,0.0,-0.89,2.0,0.0
20230126:2310,0.0,0.0,0.0,-1.1,1.86,0.0
20230127:0010,0.0,0.0,0.0,-1.15,2.21,0.0
20230127:0110,0.0,0.0,0.0,-1.28,2.28,0.0
20230127:0210,0.0,0.0,0.0,-1.48,2.28,0.0
20230127:0310,0.0,0.0,0.0,-1.61,2.48,0.0
20230127:0410,0.0,0.0,0.0,-1.73,2.48,0.0
20230127:0510,0.0,0.0,0.0,-1.98,2.55,0.0
20230127:0610,0.0,0.0,0.0,-2.26,2.9,0.0
20230127:0710,3.05,11.71,5.48,-2.34,2.55,0.0
20230127:0810,77.35,101.85,13.09,-1.89,3.1,0.0
20230127:0910,33.15,51.71,19.04,-1.17,3.59,0.0
20230127:1010,88.22,114.15,22.81,-0.72,3.72,0.0
20230127:1110,162.3,194.24,24.01,-0.66,3.86,0.0
20230127:1210,189.34,222.91,22.49,-0.62,4.0,0.0
20230127:1310,104.19,131.38,18.42,-0.82,4.14,0.0
20230127:1410,22.68,39.03,12.25,-0.98,4.21,0.0
20230127:1510,5.81,16.24,4.47,-1.24,3.93,0.0
20230127:1610,0.0,0.0,0.0,-1.58,3.38,0.0
20230127:1710,0.0,0.0,0.0,-1.76,3.52,0.0
20230127:1810,0.0,0.0,0.0,-1.84,3.59,0.0
20230127:1910,0.0,0.0,0.0,-2.21,3.72,0.0
20230127:2010,0.0,0.0,0.0,-2.45,3.79,0.0
20230127:2110,0.0,0.0,0.0,-2.72,3.79,0.0
20230127:2210,0.0,0.0,0.0,-2.79,3.86,0.0
20230127:2310,0.0,0.0,0.0,-2.71,3.86,0.0
20230128:0010,0.0,0.0,0.0,-2.81,3.72,0.0
20230128:0110,0.0,0.0,0.0,-2.74,3.66,0.0
20230128:0210,0.0,0.0,0.0,-2.64,3.72,0.0
20230128:0310,0.0,0.0,0.0,-2.53,4.07,0.0
20230128:0410,0.0,0.0,0.0,-2.49,4.34,0.0
20230128:0510,0.0,0.0,0.0,-2.84,4.21,0.0
20230128:0610,0.0,0.0,0.0,-2.92,4.28,0.0
20230128:0710,41.99,64.97,5.66,-2.15,3.38,0.0
20230128:0810,60.16,82.61,13.29,-1.77,4.48,0.0
20230128:0910,74.5,98.54,19.26,-1.52,5.66,0.0
20230128:1010,59.52,81.96,23.06,-1.27,5.72,0.0
20230128:1110,61.2,83.91,24.27,-1.11,5.45,0.0
20230128:1210,145.72,175.78,22.75,-1.25,4.55,0.0
20230128:1310,48.26,69.27,18.68,-1.21,4.48,0.0
20230128:1410,95.52,122.22,12.5,-1.29,4.62,0.0
20230128:1510,91.18,132.34,4.71,-1.47,3.52,0.0
20230128:1610,0.0,0.0,0.0,-1.79,3.79,0.0
20230128:1710,0.0,0.0,0.0,-2.06,3.72,0.0
20230128:1810,0.0,0.0,0.0,-2.1,3.79,0.0
20230128:1910,0.0,0.0,0.0,-1.54,3.24,0.0
20230128:2010,0.0,0.0,0.0,-1.44,3.72,0.0
20230128:2110,0.0,0.0,0.0,-1.38,3.72,0.0
20230128:2210,0.0,0.0,0.0,-1.34,3.86,0.0
20230128:2310,0.0,0.0,0.0,-1.44,4.07,0.0
20230129:0010,0.0,0.0,0.0,-1.64,3.79,0.0
20230129:0110,0.0,0.0,0.0,-1.98,3.59,0.0
20230129:0210,0.0,0.0,0.0,-2.4,3.52,0.0
20230129:0310,0.0,0.0,0.0,-2.67,3.45,0.0
20230129:0410,0.0,0.0,0.0,-2.96,3.24,0.0
20230129:0510,0.0,0.0,0.0,-3.29,2.83,0.0
20230129:0610,0.0,0.0,0.0,-3.63,2.48,0.0
20230129:0710,21.39,37.78,5.85,-3.29,2.28,0.0
20230129:0810,73.2,96.93,13.5,-2.78,2.55,0.0
20230129:0910,116.09,143.93,19.5,-1.95,2.62,0.0
20230129:1010,154.99,186.41,23.31,-1.07,2.9,0.0
20230129:1110,212.53,249.01,24.54,-0.31,2.69,0.0
20230129:1210,355.86,406.27,23.02,0.32,2.48,0.0
20230129:1310,235.96,276.01,18.95,1.0,2.41,0.0
20230129:1410,62.11,85.97,12.75,1.09,2.07,0.0
20230129:1510,37.13,60.66,4.95,0.04,1.1,0.0
20230129:1610,0.0,0.0,0.0,-1.57,0.97,0.0
20230129:1710,0.0,0.0,0.0,-0.49,0.55,0.0
20230129:1810,0.0,0.0,0.0,-1.05,0.76,0.0
20230129:1910,0.0,0.0,0.0,-1.34,0.97,0.0
20230129:2010,0.0,0.0,0.0,-1.79,1.17,0.0
20230129:2110,0.0,0.0,0.0,-1.75,1.1,0.0
20230129:2210,0.0,0.0,0.0,-1.86,1.1,0.0
20230129:2310,0.0,0.0,0.0,-1.96,1.17,0.0
20230130:0010,0.0,0.0,0.0,-2.11,1.24,0.0
20230130:0110,0.0,0.0,0.0,-3.54,1.38,0.0
20230130:0210,0.0,0.0,0.0,-4.81,1.59,0.0
20230130:0310,0.0,0.0,0.0,-5.35,1.66,0.0
20230130:0410,0.0,0.0,0.0,-5.28,1.66,0.0
20230130:0510,0.0,0.0,0.0,-5.62,1.72,0.0
20230130:0610,0.0,0.0,0.0,-5.85,1.72,0.0
20230130:0710,6.14,16.59,6.04,-4.26,1.45,0.0
20230130:0810,112.43,140.47,13.72,-2.52,1.24,0.0
20230130:0910,124.52,153.8,19.73,-1.47,1.17,0.0
20230130:1010,356.65,411.86,23.57,0.96,1.17,0.0
20230130:1110,528.37,616.21,24.81,3.01,1.52,0.0
20230130:1210,575.39,674.2,23.3,3.5,1.66,0.0
20230130:1310,487.82,570.2,19.22,3.96,1.93,0.0
20230130:1410,47.26,69.56,13.01,3.59,1.79,0.0
20230130:1510,0.11,5.85,5.2,3.21,2.41,0.0
20230130:1610,0.0,0.0,0.0,2.74,2.69,0.0
20230130:1710,0.0,0.0,0.0,2.19,2.69,0.0
20230130:1810,0.0,0.0,0.0,1.31,3.24,0.0
20230130:1910,0.0,0.0,0.0,1.57,3.79,0.0
20230130:2010,0.0,0.0,0.0,1.79,4.69,0.0
20230130:2110,0.0,0.0,0.0,1.87,5.1,0.0
20230130:2210,0.0,0.0,0.0,1.96,5.24,0.0
20230130:2310,0.0,0.0,0.0,1.93,5.31,0.0
20230131:0010,0.0,0.0,0.0,1.79,5.24,0.0
20230131:0110,0.0,0.0,0.0,1.52,5.03,0.0
20230131:0210,0.0,0.0,0.0,1.44,4.97,0.0
20230131:0310,0.0,0.0,0.0,1.28,4.76,0.0
20230131:0410,0.0,0.0,0.0,1.08,4.55,0.0
20230131:0510,0.0,0.0,0.0,0.9,4.41,0.0
20230131:0610,0.0,0.0,0.0,0.78,4.41,0.0
20230131:0710,84.6,118.52,6.24,1.34,4.55,0.0
20230131:0810,362.25,421.67,13.94,2.03,4.28,0.0
20230131:0910,473.81,541.55,19.98,2.75,4.07,0.0
20230131:1010,512.15,580.88,23.84,3.29,5.59,0.0
20230131:1110,403.48,459.81,25.09,3.68,5.66,0.0
20230131:1210,415.62,473.7,23.58,4.01,5.86,0.0
20230131:1310,384.69,441.89,19.49,3.92,4.83,0.0
20230131:1410,163.98,201.27,13.27,3.64,3.72,0.0
20230131:1510,3.49,12.68,5.44,3.25,2.97,0.0
20230131:1610,0.0,0.0,0.0,2.46,2.28,0.0
20230131:1710,0.0,0.0,0.0,1.54,1.79,0.0
20230131:1810,0.0,0.0,0.0,0.35,1.86,0.0
20230131:1910,0.0,0.0,0.0,1.04,1.52,0.0
20230131:2010,0.0,0.0,0.0,0.47,1.79,0.0
20230131:2110,0.0,0.0,0.0,0.01,2.0,0.0
20230131:2210,0.0,0.0,0.0,0.62,2.07,0.0
20230131:2310,0.0,0.0,0.0,1.21,2.28,0.0
20230201:0010,0.0,0.0,0.0,0.79,2.41,0.0
20230201:0110,0.0,0.0,0.0,0.26,2.48,0.0
20230201:0210,0.0,0.0,0.0,0.15,2.48,0.0
20230201:0310,0.0,0.0,0.0,-0.12,2.55,0.0
20230201:0410,0.0,0.0,0.0,-0.55,2.41,0.0
20230201:0510,0.0,0.0,0.0,-1.01,2.28,0.0
20230201:0610,0.0,0.0,0.0,-1.07,2.14,0.0
20230201:0710,86.44,119.85,6.45,-0.33,1.72,0.0
20230201:0810,181.15,218.69,14.17,0.97,1.45,0.0
20230201:0910,159.15,194.56,20.23,2.87,1.52,0.0
20230201:1010,297.59,349.39,24.11,5.71,3.17,0.0
20230201:1110,506.93,590.65,25.37,6.93,3.72,0.0
20230201:1210,77.29,105.37,23.86,7.27,4.14,0.0
20230201:1310,23.36,40.98,19.77,6.4,4.21,0.0
20230201:1410,96.79,127.08,13.54,5.85,4.34,0.0
20230201:1510,4.01,13.66,5.69,5.25,5.66,0.0
20230201:1610,0.0,0.0,0.0,4.33,4.9,0.0
20230201:1710,0.0,0.0,0.0,3.87,4.41,0.0
20230201:1810,0.0,0.0,0.0,3.66,4.28,0.0
20230201:1910,0.0,0.0,0.0,2.99,3.17,0.0
20230201:2010,0.0,0.0,0.0,2.86,3.31,0.0
20230201:2110,0.0,0.0,0.0,2.83,3.79,0.0
20230201:2210,0.0,0.0,0.0,3.13,4.0,0.0
20230201:2310,0.0,0.0,0.0,3.03,3.79,0.0
20230202:0010,0.0,0.0,0.0,2.78,3.38,0.0
20230202:0110,0.0,0.0,0.0,2.16,3.38,0.0
20230202:0210,0.0,0.0,0.0,2.14,3.31,0.0
20230202:0310,0.0,0.0,0.0,1.89,3.1,0.0
20230202:0410,0.0,0.0,0.0,1.61,2.97,0.0
20230202:0510,0.0,0.0,0.0,1.34,3.03,0.0
20230202:0610,0.0,0.0,0.0,0.82,2.76,0.0
20230202:0710,49.62,74.33,6.66,1.17,2.28,0.0
20230202:0810,307.18,360.95,14.4,2.09,2.48,0.0
20230202:0910,292.13,340.94,20.49,3.35,2.48,0.0
20230202:1010,445.95,515.65,24.38,4.57,3.1,0.0
20230202:1110,159.8,196.45,25.66,5.56,4.69,0.0
20230202:1210,90.7,120.01,24.15,5.91,4.21,0.0
20230202:1310,54.97,79.03,20.05,5.56,3.31,0.0
20230202:1410,37.79,58.54,13.81,4.85,3.03,0.0
20230202:1510,11.12,24.39,5.95,3.89,2.97,0.0
20230202:1610,0.0,0.0,0.0,2.73,2.69,0.0
20230202:1710,0.0,0.0,0.0,2.11,2.48,0.0
20230202:1810,0.0,0.0,0.0,1.74,2.62,0.0
20230202:1910,0.0,0.0,0.0,1.15,2.69,0.0
20230202:2010,0.0,0.0,0.0,0.8,2.9,0.0
20230202:2110,0.0,0.0,0.0,0.73,2.97,0.0
20230202:2210,0.0,0.0,0.0,0.82,2.9,0.0
20230202:2310,0.0,0.0,0.0,0.78,2.9,0.0
20230203:0010,0.0,0.0,0.0,0.69,2.69,0.0
20230203:0110,0.0,0.0,0.0,0.45,2.34,0.0
20230203:0210,0.0,0.0,0.0,-0.15,1.93,0.0
20230203:0310,0.0,0.0,0.0,-0.53,1.38,0.0
20230203:0410,0.0,0.0,0.0,-0.62,0.9,0.0
20230203:0510,0.0,0.0,0.0,-0.31,1.03,0.0
20230203:0610,0.0,0.0,0.0,0.03,1.66,0.0
20230203:0710,22.28,38.97,6.88,0.04,1.79,0.0
20230203:0810,50.21,72.2,14.64,0.74,1.59,0.0
20230203:0910,122.07,153.22,20.75,1.99,1.45,0.0
20230203:1010,158.16,194.47,24.66,3.83,1.52,0.0
20230203:1110,186.53,227.08,25.95,4.93,1.38,0.0
20230203:1210,106.63,138.44,24.44,5.95,1.79,0.0
20230203:1310,43.16,65.37,20.33,6.26,1.93,0.0
20230203:1410,73.43,100.66,14.08,5.99,2.55,0.0
20230203:1510,25.31,44.31,6.2,5.76,3.38,0.0
20230203:1610,0.0,0.0,0.0,5.43,4.83,0.0
20230203:1710,0.0,0.0,0.0,5.02,5.59,0.0
20230203:1810,0.0,0.0,0.0,5.09,5.45,0.0
20230203:1910,0.0,0.0,0.0,5.28,5.24,0.0
20230203:2010,0.0,0.0,0.0,4.29,4.62,0.0
20230203:2110,0.0,0.0,0.0,3.76,4.07,0.0
20230203:2210,0.0,0.0,0.0,3.53,3.93,0.0
20230203:2310,0.0,0.0,0.0,3.53,4.21,0.0
20230204:0010,0.0,0.0,0.0,3.8,4.62,0.0
20230204:0110,0.0,0.0,0.0,3.72,5.1,0.0
20230204:0210,0.0,0.0,0.0,3.86,5.45,0.0
20230204:0310,0.0,0.0,0.0,4.12,5.52,0.0
20230204:0410,0.0,0.0,0.0,3.88,5.59,0.0
20230204:0510,0.0,0.0,0.0,2.76,6.28,0.0
20230204:0610,0.0,0.0,0.0,1.63,7.93,0.0
20230204:0710,30.34,49.49,7.1,1.28,8.48,0.0
20230204:0810,52.97,75.13,14.88,0.83,7.72,0.0
20230204:0910,54.75,77.08,21.01,0.63,8.21,0.0
20230204:1010,620.45,689.94,24.95,0.86,8.0,0.0
20230204:1110,530.63,590.07,26.25,1.17,8.55,0.0
20230204:1210,498.47,555.77,24.74,1.39,8.21,0.0
20230204:1310,521.61,583.68,20.62,1.54,8.0,0.0
20230204:1410,348.6,401.19,14.35,1.45,7.72,0.0
20230204:1510,130.01,175.32,6.46,0.95,6.69,0.0
20230204:1610,0.0,0.0,0.0,0.02,6.0,0.0
20230204:1710,0.0,0.0,0.0,-0.62,5.59,0.0
20230204:1810,0.0,0.0,0.0,-1.01,5.38,0.0
20230204:1910,0.0,0.0,0.0,-1.33,5.24,0.0
20230204:2010,0.0,0.0,0.0,-1.57,5.03,0.0
20230204:2110,0.0,0.0,0.0,-1.79,4.97,0.0
20230204:2210,0.0,0.0,0.0,-2.02,4.97,0.0
20230204:2310,0.0,0.0,0.0,-2.3,4.9,0.0
20230205:0010,0.0,0.0,0.0,-2.45,5.03,0.0
20230205:0110,0.0,0.0,0.0,-2.71,5.03,0.0
20230205:0210,0.0,0.0,0.0,-2.98,4.97,0.0
20230205:0310,0.0,0.0,0.0,-3.22,4.9,0.0
20230205:0410,0.0,0.0,0.0,-3.47,4.76,0.0
20230205:0510,0.0,0.0,0.0,-3.77,4.14,0.0
20230205:0610,0.0,0.0,0.0,-3.89,4.21,0.0
20230205:0710,98.42,130.69,7.33,-3.87,3.79,0.0
20230205:0810,261.76,299.05,15.13,-3.29,5.31,0.0
20230205:0910,405.71,451.42,21.29,-2.61,5.03,0.0
20230205:1010,524.29,582.15,25.24,-2.18,4.9,0.0
20230205:1110,619.1,690.59,26.55,-1.98,4.62,0.0
20230205:1210,598.77,668.67,25.04,-1.77,4.48,0.0
20230205:1310,525.63,588.13,20.91,-1.61,4.41,0.0
20230205:1410,364.5,416.94,14.62,-1.61,4.28,0.0
20230205:1510,136.36,180.56,6.72,-1.77,4.14,0.0
20230205:1610,0.0,0.0,0.0,-2.31,3.31,0.0
20230205:1710,0.0,0.0,0.0,-2.78,3.1,0.0
20230205:1810,0.0,0.0,0.0,-3.3,3.03,0.0
20230205:1910,0.0,0.0,0.0,-3.76,3.24,0.0
20230205:2010,0.0,0.0,0.0,-4.11,2.97,0.0
20230205:2110,0.0,0.0,0.0,-4.41,2.9,0.0
20230205:2210,0.0,0.0,0.0,-4.67,2.83,0.0
20230205:2310,0.0,0.0,0.0,-4.93,2.55,0.0
20230206:0010,0.0,0.0,0.0,-5.05,3.03,0.0
20230206:0110,0.0,0.0,0.0,-5.15,2.97,0.0
20230206:0210,0.0,0.0,0.0,-5.39,2.76,0.0
20230206:0310,0.0,0.0,0.0,-5.62,2.55,0.0
20230206:0410,0.0,0.0,0.0,-5.73,2.55,0.0
20230206:0510,0.0,0.0,0.0,-5.81,2.55,0.0
20230206:0610,0.0,0.0,0.0,-5.77,2.41,0.0
20230206:0710,0.0,0.0,0.0,-5.25,2.34,0.0
20230206:0810,107.51,133.47,15.39,-4.42,2.83,0.0
20230206:0910,279.16,316.67,21.56,-3.38,2.83,0.0
20230206:1010,521.77,585.01,25.54,-2.58,2.97,0.0
20230206:1110,648.74,735.13,26.86,-1.98,2.83,0.0
20230206:1210,539.02,608.62,25.35,-1.54,2.76,0.0
20230206:1310,437.02,494.09,21.21,-1.29,2.76,0.0
20230206:1410,227.84,266.48,14.9,-1.5,2.83,0.0
20230206:1510,95.03,129.18,6.98,-1.98,2.69,0.0
20230206:1610,0.0,0.0,0.0,-2.9,2.34,0.0
20230206:1710,0.0,0.0,0.0,-3.72,2.0,0.0
20230206:1810,0.0,0.0,0.0,-4.07,1.79,0.0
20230206:1910,0.0,0.0,0.0,-4.03,1.66,0.0
20230206:2010,0.0,0.0,0.0,-4.05,1.45,0.0
20230206:2110,0.0,0.0,0.0,-4.31,1.45,0.0
20230206:2210,0.0,0.0,0.0,-4.62,1.17,0.0
20230206:2310,0.0,0.0,0.0,-4.75,1.31,0.0
20230207:0010,0.0,0.0,0.0,-4.99,1.59,0.0
